rowid,plntname,centralwavelng,bandwidth,especlipdep,especlipdeperr1,especlipdeperr2,especlipdeplim,espbritemp,espbritemperr1,espbritemperr2,espbritemplim,plntreflink,facility,instrument
183,Kepler-5 b,4.5000,,0.107000,0.015000,-0.015000,0,1770,100,-100,0,<a refstr=D_EACUTE_SERT_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197...11D/abstract target=ref>D&eacute;sert et al. 2011</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
184,Kepler-6 b,3.6000,,0.069000,0.027000,-0.027000,0,1320,250,-250,0,<a refstr=D_EACUTE_SERT_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197...11D/abstract target=ref>D&eacute;sert et al. 2011</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
185,Kepler-6 b,4.5000,,0.151000,0.019000,-0.019000,0,1700,120,-120,0,<a refstr=D_EACUTE_SERT_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197...11D/abstract target=ref>D&eacute;sert et al. 2011</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
186,Qatar-1 b,2.1500,,0.136000,0.034000,-0.034000,0,,,,,<a refstr=CROLL_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...28C/abstract target=ref>Croll et al. 2015</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,WIRCam
187,TrES-1 b,4.5000,,0.066000,0.013000,-0.013000,0,1010,60,-60,0,<a refstr=CHARBONNEAU_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...626..523C/abstract target=ref>Charbonneau et al. 2005</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
188,TrES-1 b,8.0000,,0.225000,0.036000,-0.036000,0,1230,110,-110,0,<a refstr=CHARBONNEAU_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...626..523C/abstract target=ref>Charbonneau et al. 2005</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
189,TrES-2 b,3.6000,,0.127000,0.021000,-0.021000,0,,,,,<a refstr=O__39_DONOVAN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...710.1551O/abstract target=ref>O&#39;Donovan et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
190,TrES-2 b,4.5000,,0.230000,0.024000,-0.024000,0,,,,,<a refstr=O__39_DONOVAN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...710.1551O/abstract target=ref>O&#39;Donovan et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
191,TrES-2 b,5.8000,,0.199000,0.054000,-0.054000,0,,,,,<a refstr=O__39_DONOVAN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...710.1551O/abstract target=ref>O&#39;Donovan et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
192,TrES-2 b,8.0000,,0.359000,0.060000,-0.060000,0,,,,,<a refstr=O__39_DONOVAN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...710.1551O/abstract target=ref>O&#39;Donovan et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
193,TrES-3 b,3.6000,,0.356000,0.035000,-0.035000,0,,,,,<a refstr=FRESSIN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711..374F/abstract target=ref>Fressin et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
194,TrES-3 b,4.5000,,0.372000,0.054000,-0.054000,0,,,,,<a refstr=FRESSIN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711..374F/abstract target=ref>Fressin et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
195,TrES-3 b,5.8000,,0.449000,0.097000,-0.097000,0,,,,,<a refstr=FRESSIN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711..374F/abstract target=ref>Fressin et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
196,TrES-3 b,8.0000,,0.475000,0.046000,-0.046000,0,,,,,<a refstr=FRESSIN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711..374F/abstract target=ref>Fressin et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
197,TrES-3 b,2.1460,,0.133000,0.018000,-0.016000,0,1731,56,-60,0,<a refstr=CROLL_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...718..920C/abstract target=ref>Croll et al. 2010</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,Wide-field Infrared Camera (WIRCam)
198,TrES-4 b,3.6000,,0.137000,0.011000,-0.011000,0,1960,70,-70,0,<a refstr=KNUTSON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...691..866K/abstract target=ref>Knutson et al. 2009</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
199,TrES-4 b,4.5000,,0.148000,0.016000,-0.016000,0,1800,90,-90,0,<a refstr=KNUTSON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...691..866K/abstract target=ref>Knutson et al. 2009</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
200,TrES-4 b,5.8000,,0.261000,0.059000,-0.059000,0,2210,300,-300,0,<a refstr=KNUTSON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...691..866K/abstract target=ref>Knutson et al. 2009</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
201,TrES-4 b,8.0000,,0.318000,0.044000,-0.044000,0,2290,220,-220,0,<a refstr=KNUTSON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...691..866K/abstract target=ref>Knutson et al. 2009</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
202,WASP-10 b,2.1590,0.2620,0.137000,0.013000,-0.019000,0,,,,,<a refstr=CRUZ_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...574A.103C/abstract target=ref>Cruz et al. 2015</a>,Max Planck Institute for Astronomy and Institute of Astrophysics of Andalusia (CSIC) 3.5m Telescope at Calar Alto Observatory,OMEGA2000
203,WASP-10 b,3.6000,,0.100000,0.011000,-0.011000,0,1152,34,-36,0,<a refstr=KAMMER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810..118K/abstract target=ref>Kammer et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
204,WASP-10 b,4.5000,,0.146000,0.016000,-0.016000,0,1086,38,-39,0,<a refstr=KAMMER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810..118K/abstract target=ref>Kammer et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
205,WASP-12 b,0.9000,,0.082000,0.015000,-0.015000,0,3028,99,110,0,<a refstr=L_OACUTE_PEZ_MORALES_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...716L..36L/abstract target=ref>L&oacute;pez-Morales et al. 2010</a>,Astrophysical Research Consortium (ARC) 3.5m Telescope At Apache Point Observatory (APO),Seaver Prototype Imaging camera (SPICam)
206,WASP-12 b,2.1460,,0.309000,0.013000,-0.012000,0,,,,,<a refstr=CROLL_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011AJ....141...30C/abstract target=ref>Croll et al. 2011</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,Wide-field Infrared Camera (WIRCam)
207,WASP-12 b,1.6310,,0.176000,0.016000,-0.021000,0,,,,,<a refstr=CROLL_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011AJ....141...30C/abstract target=ref>Croll et al. 2011</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,Wide-field Infrared Camera (WIRCam)
208,WASP-12 b,1.2530,,0.131000,0.027000,-0.029000,0,,,,,<a refstr=CROLL_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011AJ....141...30C/abstract target=ref>Croll et al. 2011</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,Wide-field Infrared Camera (WIRCam)
209,WASP-12 b,1.5375,0.0250,0.034000,0.155000,-0.155000,0,,,,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
210,WASP-12 b,1.5625,0.0250,0.206000,0.110000,-0.110000,0,,,,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
211,WASP-12 b,1.5875,0.0250,0.204000,0.086000,-0.086000,0,,,,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
212,WASP-12 b,1.6125,0.0250,0.133000,0.135000,-0.135000,0,,,,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
213,WASP-12 b,1.6375,0.0250,0.213000,0.110000,-0.110000,0,,,,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
214,WASP-12 b,1.6625,0.0250,0.153000,0.113000,-0.113000,0,,,,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
215,WASP-12 b,1.6875,0.0250,0.195000,0.117000,-0.117000,0,,,,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
216,WASP-12 b,1.7125,0.0250,0.143000,0.116000,-0.116000,0,,,,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
217,WASP-12 b,1.7375,0.0250,0.165000,0.107000,-0.107000,0,,,,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
218,WASP-12 b,2.0875,0.0250,0.135000,0.090000,-0.090000,0,,,,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
219,WASP-12 b,2.1125,0.0250,0.308000,0.046000,-0.046000,0,,,,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
220,WASP-12 b,2.1375,0.0250,0.202000,0.121000,-0.121000,0,,,,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
221,WASP-12 b,2.1625,0.0250,0.399000,0.103000,-0.103000,0,,,,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
222,WASP-12 b,2.1875,0.0250,0.271000,0.062000,-0.062000,0,,,,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
223,WASP-12 b,2.2125,0.0250,0.286000,0.073000,-0.073000,0,,,,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
224,WASP-12 b,2.2375,0.0250,0.314000,0.065000,-0.065000,0,,,,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
225,WASP-12 b,2.2625,0.0250,0.379000,0.056000,-0.056000,0,,,,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
226,WASP-12 b,2.2875,0.0250,0.368000,0.067000,-0.067000,0,,,,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
227,WASP-12 b,2.3125,0.0250,0.348000,0.077000,-0.077000,0,,,,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
228,WASP-12 b,2.3375,0.0250,0.248000,0.087000,-0.087000,0,,,,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
229,WASP-12 b,2.1500,,0.296000,0.014000,-0.014000,0,,,,,<a refstr=CROLL_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...28C/abstract target=ref>Croll et al. 2015</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,WIRCam
230,WASP-12 b,2.2200,,0.301000,0.046000,-0.046000,0,,,,,<a refstr=CROLL_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...28C/abstract target=ref>Croll et al. 2015</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,WIRCam
231,WASP-12 b,1.0400,,0.109000,0.014000,-0.014000,0,,,,,<a refstr=CROLL_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...28C/abstract target=ref>Croll et al. 2015</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,WIRCam
232,WASP-18 b,3.6000,,0.300000,0.020000,-0.020000,0,3100,90,-90,0,<a refstr=NYMEYER_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1005.1017N/abstract target=ref> Nymeyer et al. 2010 </a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
233,WASP-18 b,4.5000,,0.390000,0.020000,-0.020000,0,3310,130,-130,0,<a refstr=NYMEYER_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1005.1017N/abstract target=ref> Nymeyer et al. 2010 </a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
234,WASP-18 b,5.8000,,0.370000,0.030000,-0.030000,0,3080,140,-140,0,<a refstr=NYMEYER_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1005.1017N/abstract target=ref> Nymeyer et al. 2010 </a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
235,WASP-18 b,8.0000,,0.410000,0.020000,-0.020000,0,3120,110,-110,0,<a refstr=NYMEYER_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1005.1017N/abstract target=ref> Nymeyer et al. 2010 </a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
236,WASP-18 b,2.1590,0.2620,0.130000,0.030000,-0.030000,0,,,,,<a refstr=ZHOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454.3002Z/abstract target=ref>Zhou et al. 2015</a>,Anglo Austrailian Telescope,IRIS2
237,WASP-19 b,2.0950,,0.366000,0.072000,-0.072000,0,2540,180,-180,0,<a refstr=GIBSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.404L.114G/abstract target=ref>Gibson et al. 2010</a>,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Yepun at Paranal Observatory,High Acuity Wide-field K-band Imager (HAWK-I)
238,WASP-19 b,1.6000,,0.276000,0.044000,-0.044000,0,2750,130,-130,0,<a refstr=ANDERSON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.430.3422A/abstract target=ref>Anderson et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
239,WASP-19 b,2.0900,,0.366000,0.067000,-0.067000,0,2670,170,-170,0,<a refstr=ANDERSON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.430.3422A/abstract target=ref>Anderson et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
240,WASP-19 b,3.6000,,0.483000,0.025000,-0.025000,0,2346,57,-57,0,<a refstr=ANDERSON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.430.3422A/abstract target=ref>Anderson et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
241,WASP-19 b,4.5000,,0.572000,0.030000,-0.030000,0,2273,64,-64,0,<a refstr=ANDERSON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.430.3422A/abstract target=ref>Anderson et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
242,WASP-19 b,5.8000,,0.650000,0.110000,-0.110000,0,2260,230,-230,0,<a refstr=ANDERSON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.430.3422A/abstract target=ref>Anderson et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
243,WASP-19 b,8.0000,,0.730000,0.120000,-0.120000,0,2260,250,-250,0,<a refstr=ANDERSON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.430.3422A/abstract target=ref>Anderson et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
244,WASP-19 b,2.1440,0.3240,0.287000,0.020000,-0.020000,0,2310,60,-60,0,<a refstr=ZHOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.2746Z/abstract target=ref>Zhou et al. 2014</a>,Australian National University (ANU) 3.9m Anglo-Australian Telescope (AAT) at Siding Spring Observatory (SSO),IRIS2
245,WASP-24 b,3.6000,,0.159000,0.013000,-0.013000,0,1974,71,-71,0,<a refstr=SMITH_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...545A..93S/abstract target=ref>Smith et al. 2012</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
246,WASP-24 b,4.5000,,0.202000,0.018000,-0.018000,0,1944,85,-85,0,<a refstr=SMITH_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...545A..93S/abstract target=ref>Smith et al. 2012</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
247,WASP-26 b,3.6000,0.7500,0.126000,0.013000,-0.013000,0,1825,80,-80,0,<a refstr=MAHTANI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432..693M/abstract target=ref>Mahtani et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
248,WASP-26 b,4.5000,1.0150,0.149000,0.016000,-0.016000,0,1725,89,-89,0,<a refstr=MAHTANI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.432..693M/abstract target=ref>Mahtani et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
249,WASP-33 b,2.1500,,0.270000,0.040000,-0.040000,0,,,,,<a refstr=DEMING_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...754..106D/abstract target=ref>Deming et al. 2012</a>,National Optical Astronomy Observatory (NOAO) 2.1 meter Telescope at Kitt Peak National Observatory (KPNO),FLAMINGOS imager
250,WASP-33 b,3.6000,,0.260000,0.050000,-0.050000,0,,,,,<a refstr=DEMING_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...754..106D/abstract target=ref>Deming et al. 2012</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
251,WASP-33 b,4.5000,,0.410000,0.020000,-0.020000,0,,,,,<a refstr=DEMING_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...754..106D/abstract target=ref>Deming et al. 2012</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
252,WASP-33 b,2.1500,,0.244000,0.027000,-0.020000,0,,,,,<a refstr=DE_MOOIJ_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...550A..54D/abstract target=ref>de Mooij et al. 2013</a>,Isaac Newton Group (ING) 4.2m William Herschel Telescope (WHT) at Observatorio del Roque de los Muchachos,LIRIS
253,WASP-33 b,1.0500,,0.103000,0.034000,-0.034000,0,3398,302,-302,0,<a refstr=VON_ESSEN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..75V/abstract target=ref>von Essen et al. 2015</a>,LBT Consortium Large Binocular Telescope (LBT) at Mount Graham International Observatory,Large Binocular Camera
254,WASP-33 b,1.1350,,0.105000,0.007140,-0.007140,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
255,WASP-33 b,1.1390,,0.115000,0.007250,-0.007250,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
256,WASP-33 b,1.1440,,0.097300,0.007790,-0.007790,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
257,WASP-33 b,1.1490,,0.084400,0.007060,-0.007060,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
258,WASP-33 b,1.1530,,0.097300,0.007090,-0.007090,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
259,WASP-33 b,1.1580,,0.115000,0.008150,-0.008150,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
260,WASP-33 b,1.1630,,0.154000,0.009530,-0.009530,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
261,WASP-33 b,1.1680,,0.138000,0.007910,-0.007910,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
262,WASP-33 b,1.1720,,0.111000,0.008330,-0.008330,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
263,WASP-33 b,1.1770,,0.105000,0.008580,-0.008580,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
264,WASP-33 b,1.1820,,0.093200,0.006410,-0.006410,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
265,WASP-33 b,1.1860,,0.102000,0.010600,-0.010600,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
266,WASP-33 b,1.1910,,0.105000,0.007610,-0.007610,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
267,WASP-33 b,1.1960,,0.119000,0.007580,-0.007580,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
268,WASP-33 b,1.2000,,0.108000,0.006370,-0.006370,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
269,WASP-33 b,1.2050,,0.103000,0.009090,-0.009090,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
270,WASP-33 b,1.2100,,0.112000,0.007050,-0.007050,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
271,WASP-33 b,1.2150,,0.110000,0.006630,-0.006630,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
272,WASP-33 b,1.2190,,0.103000,0.006230,-0.006230,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
273,WASP-33 b,1.2240,,0.124000,0.010800,-0.010800,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
274,WASP-33 b,1.2290,,0.095000,0.006970,-0.006970,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
